lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code,purchases,time_spent,n_visits,bin_source
566,0.0,2024-01-30,signup,7,False,NAOXGOYWZF,0.4999875884193797,0.5214099003371154,0.0,group1
575,1.0,2024-01-09,signup,4,True,REYBGTVOKY,0.4999875884193797,0.21719847505756124,0.9838374597149333,group1
576,0.0,2024-01-10,signup,5,False,NJEBHCDREE,0.6177976033066992,0.47295453098869744,0.3443431109002266,group1
580,0.0,2024-01-08,signup,3,True,YKEOETLNNG,0.9712276479686569,0.07454651109827974,0.04919187298574661,group1
582,0.0,2024-01-14,signup,8,True,ETCAJJRHIP,0.4999875884193797,0.6670332115395399,0.14757561895723992,group1
592,0.0,2024-01-26,signup,2,False,CNKVNFRBSZ,0.38217757353206055,0.32580228776243464,0.29515123791447995,group1
593,0.0,2024-01-12,signup,6,False,FCNTCDPNMW,0.4999875884193797,0.3040450392444725,0.39353498388597324,group1
598,0.0,2024-01-01,signup,3,True,UFFRUFQLMG,0.38217757353206055,0.7879548501473586,0.0,group1
599,0.0,2024-01-20,signup,8,True,LPGTEFYWJL,0.028747528870102627,0.19036861209719064,0.04919187298574661,group1
602,0.0,2024-01-03,signup,1,False,EHMMMGVKOA,0.8534176330813378,0.8235955448968566,0.04919187298574661,group1
605,0.0,2024-01-25,signup,6,False,DWYVEJRRSW,0.38217757353206055,0.0,0.29515123791447995,group1
611,1.0,2024-01-02,signup,6,True,FFUBCHUAGP,0.38217757353206055,0.0,0.6394943488147067,group1
614,1.0,2024-01-14,signup,6,True,JYFIJESLYA,0.1465575437574219,0.3723905753273509,0.7378780947861999,group1
616,0.0,2024-01-08,signup,5,False,ZCNHYQKMGM,0.26436755864474126,0.7336814348915465,0.0,group1
619,1.0,2024-01-29,signup,2,False,RGKHMWRUXA,0.9712276479686569,0.5233861670756651,0.8362618407576933,group1
624,1.0,2024-01-11,signup,5,True,UGHFDHTXRD,0.6177976033066992,0.5015469131897755,0.6886862218004534,group1
625,0.0,2024-01-17,signup,6,True,RJISFSBNJB,0.6177976033066992,0.6427568910850728,0.04919187298574661,group1
627,1.0,2024-01-10,signup,6,False,RNPBRFDQDX,0.028747528870102627,0.5389117032787281,0.19676749194298662,group1
632,1.0,2024-01-02,signup,5,True,QYTZJRDRIM,0.6177976033066992,0.18557618379031907,0.6394943488147067,group1
640,0.0,2024-01-12,signup,6,False,BIHFEVBUIM,0.26436755864474126,0.7186638588722383,0.04919187298574661,group1
642,0.0,2024-01-06,signup,8,True,SSKURYLYZP,0.4999875884193797,0.024691454559191372,0.04919187298574661,group1
643,0.0,2024-01-24,signup,7,True,GIBIFRRMAT,0.6177976033066992,0.42373085004352856,0.0,group1
654,0.0,2024-01-07,signup,3,False,NJXMZWWFIW,0.4999875884193797,0.48641203654328563,0.14757561895723992,group1
658,1.0,2024-01-15,signup,3,True,GVIKENFAAJ,0.6177976033066992,0.7323601058668794,0.8362618407576933,group1
671,1.0,2024-01-28,signup,9,False,VNWHTKCVXP,0.38217757353206055,0.3487075158207816,0.59030247582896,group1
690,0.0,2024-01-16,signup,9,True,SQNBXJNFSJ,0.4999875884193797,0.7303876670830265,0.04919187298574661,group1
698,0.0,2024-01-03,signup,9,False,HMNFUOVOWZ,0.26436755864474126,0.6411814566357859,0.6886862218004534,group1
704,0.0,2024-01-27,signup,8,True,FMGLODWJAI,0.4999875884193797,0.7275624650307487,0.04919187298574661,group1
706,0.0,2024-01-28,signup,3,True,CEDWZBKFLE,0.1465575437574219,0.21803485452795873,0.0,group1
708,0.0,2024-01-06,signup,3,True,HINGPSFRDB,1.0,0.3572545613914171,0.24595936492873322,group1
710,1.0,2024-01-14,signup,5,True,MTPFPWDOPG,0.7356076181940185,0.5188931070310683,0.6886862218004534,group1
715,1.0,2024-01-29,signup,2,False,PUHGEATEQG,0.7356076181940185,0.38834990061666647,0.39353498388597324,group1
718,0.0,2024-01-17,signup,1,True,XGFYZZUXJR,0.38217757353206055,0.888241411831406,0.14757561895723992,group1
720,1.0,2024-01-19,signup,1,False,HZFVXJXGEL,0.26436755864474126,0.5351422516484748,0.7378780947861999,group1
723,1.0,2024-01-12,signup,8,False,BBSEAEVOWC,0.4999875884193797,0.0,0.6886862218004534,group1
737,1.0,2024-01-03,signup,9,False,GHNCYYMMTP,0.4999875884193797,0.6008764835725492,0.39353498388597324,group1
740,0.0,2024-01-26,signup,9,True,WWXKLNYLDU,0.4999875884193797,0.6363677142766538,0.14757561895723992,group1
741,0.0,2024-01-18,signup,4,True,DIZVUCIXFY,0.9712276479686569,0.5139057368576624,0.19676749194298662,group1
745,1.0,2024-01-02,signup,8,False,SPLUQDKFMN,0.26436755864474126,0.5651810058984564,0.9999999999999999,group1
758,1.0,2024-01-02,signup,8,True,WYRHXLWMAY,0.8534176330813378,0.3346091759214649,0.49191872985746665,group1
759,1.0,2024-01-15,signup,9,True,WQCXHPIDID,0.1465575437574219,0.2684549201594176,0.7378780947861999,group1
762,0.0,2024-01-03,signup,4,False,AORSCBDFWI,0.38217757353206055,0.28061744625749585,0.14757561895723992,group1
771,1.0,2024-01-01,signup,3,True,GQAPHMNXBK,0.38217757353206055,0.5306854773505427,0.9999999999999999,group1
774,1.0,2024-01-17,signup,5,False,BZJCNBMXML,0.38217757353206055,0.8356677055890679,0.9838374597149333,group1
776,0.0,2024-01-10,signup,7,True,RDPYIQZBMC,0.6177976033066992,0.1287090491384681,0.3443431109002266,group1
779,1.0,2024-01-08,signup,6,False,MFQNWOZXMS,0.6177976033066992,0.5309314888077105,0.6394943488147067,group1
781,1.0,2024-01-07,signup,1,True,OYYQXPXEKZ,0.6177976033066992,0.5232853936745848,0.59030247582896,group1
786,1.0,2024-01-31,signup,6,False,HSJVHVITCA,0.4999875884193797,0.6483027604208466,0.59030247582896,group1
789,1.0,2024-01-01,signup,8,True,JXWKANDJCR,0.7356076181940185,0.673841708645961,0.59030247582896,group1
791,1.0,2024-01-03,signup,4,False,RCHBBHXNVX,0.38217757353206055,0.5003456233432952,0.9346455867291866,group1
794,0.0,2024-01-05,signup,5,False,CMNXJCHIIP,0.4999875884193797,0.7091337797389247,0.9999999999999999,group1
797,1.0,2024-01-21,signup,9,True,GDMEBGLZFE,0.26436755864474126,0.46261687305372573,0.9999999999999999,group1
802,1.0,2024-01-08,signup,7,False,LBIFWPYBWF,0.7356076181940185,0.8164874702222835,0.9838374597149333,group1
807,1.0,2024-01-04,signup,5,False,UJKCVSBKNM,0.4999875884193797,0.4629697328404272,0.8362618407576933,group1
813,1.0,2024-01-28,signup,5,False,IYNCYSMWUV,0.38217757353206055,0.5601607205244546,0.9999999999999999,group1
816,1.0,2024-01-19,signup,9,True,YLCEHNZABA,0.38217757353206055,0.42691829756841176,0.49191872985746665,group1
821,0.0,2024-01-17,signup,2,False,SSZDSRLDJP,0.7356076181940185,0.3205122189716713,0.09838374597149331,group1
831,0.0,2024-01-06,signup,1,True,HIGFFFZBXL,0.26436755864474126,0.350470451369955,0.09838374597149331,group1
835,0.0,2024-01-18,signup,5,False,XOKTNESPEO,0.38217757353206055,0.5625619021382833,0.09838374597149331,group1
836,1.0,2024-01-18,signup,6,True,EJFQSWZBJA,0.1465575437574219,0.47601576625045666,0.3443431109002266,group1
838,1.0,2024-01-10,signup,7,False,VPYDBZVHTE,0.4999875884193797,0.6478642746198298,0.7378780947861999,group1
839,1.0,2024-01-05,signup,5,False,SAAFCDSWCC,0.7356076181940185,0.31698226940996355,0.9999999999999999,group1
842,0.0,2024-01-23,signup,9,True,MHZLKADZAW,0.1465575437574219,0.6977333282952433,0.19676749194298662,group1
850,0.0,2024-01-23,signup,2,False,LYWGSLNBTH,0.26436755864474126,0.4814267634577885,0.19676749194298662,group1
860,1.0,2024-01-27,signup,2,False,FOUNMYYFHQ,1.0,1.0,0.6886862218004534,group1
865,1.0,2024-01-06,signup,2,False,YTNTDRSNDE,0.26436755864474126,0.2814711015736762,0.24595936492873322,group1
866,0.0,2024-01-13,signup,2,True,JMTGMQDPTP,0.028747528870102627,0.36453424786037814,0.04919187298574661,group1
870,0.0,2024-01-22,signup,6,False,MHCYGCCQFU,0.028747528870102627,0.5469091552963061,0.09838374597149331,group1
880,0.0,2024-01-27,signup,1,True,TUICNOJJRT,0.6177976033066992,0.9208634541740157,0.09838374597149331,group1
883,0.0,2024-01-03,signup,7,False,ACJHDYBUCE,0.8534176330813378,0.6549101588804261,0.14757561895723992,group1
888,0.0,2024-01-17,signup,3,True,YOBNHOXFYF,0.4999875884193797,0.0,0.49191872985746665,group1
890,1.0,2024-01-14,signup,5,False,QBKPIJNJYF,1.0,0.9892056770732043,0.6394943488147067,group1
892,1.0,2024-01-26,signup,2,True,DFSUMGNCSD,0.8534176330813378,0.577660689674462,0.5411106028432133,group1
893,0.0,2024-01-24,signup,4,True,GWNOZVRSRB,0.4999875884193797,0.5699416919873467,0.19676749194298662,group1
895,0.0,2024-01-23,signup,8,True,VWTTZIOENI,0.1465575437574219,0.2267903128558617,0.09838374597149331,group1
900,0.0,2024-01-27,signup,3,True,XNYHBTBNDJ,0.1465575437574219,0.3231633330910741,0.0,group1
915,0.0,2024-01-04,signup,1,True,YMFDNPQKIM,0.4999875884193797,1.0,0.3443431109002266,group1
919,0.0,2024-01-15,signup,4,True,HJLDOUDXLN,0.6177976033066992,0.7341416814272946,0.7378780947861999,group1
921,0.0,2024-01-17,signup,5,True,HHZAADKBJV,0.4999875884193797,0.581487806739586,0.59030247582896,group1
923,1.0,2024-01-27,signup,4,True,VFVYNUSVFY,0.7356076181940185,0.21567696803325223,0.29515123791447995,group1
926,0.0,2024-01-23,signup,1,False,ENRJFZMQNM,0.26436755864474126,0.6455874582779135,0.49191872985746665,group1
927,1.0,2024-01-16,signup,5,False,PIKNMLKDKF,0.38217757353206055,0.3923651371884559,0.7378780947861999,group1
928,1.0,2024-01-17,signup,1,True,UXDNPTPECX,0.4999875884193797,0.2959399047315112,0.9999999999999999,group1
929,0.0,2024-01-14,signup,3,False,RRHIJXCZOY,0.38217757353206055,0.4043654332230041,0.0,group1
934,0.0,2024-01-12,signup,5,True,JHLUZDSKYM,0.1465575437574219,0.24524856079514812,0.0,group1
940,0.0,2024-01-06,signup,7,True,JMOOHGXTWM,0.4999875884193797,0.2924781497643763,0.0,group1
941,1.0,2024-01-04,signup,9,False,CNGHVSGEHT,0.7356076181940185,0.7028555792499451,0.5411106028432133,group1
943,1.0,2024-01-26,signup,4,False,SJGRDZTJOQ,0.38217757353206055,0.39545870913896913,0.9999999999999999,group1
944,0.0,2024-01-23,signup,4,True,AKRULLBMLT,0.38217757353206055,0.06283528955933584,0.5411106028432133,group1
