lead_id,lead_indicator,date_part,is_active,marketing_consent,first_booking,existing_customer,last_seen,source,domain,country,visited_learn_more_before_booking,visited_faq,purchases,time_spent,customer_group,onboarding,customer_code,n_visits
50,,2024-01-3,0,false,2024-01-28,true,2024-01-21,fb,.cn,DK,4,2,4,82.3541954566436,9,False,IXQAQABOZS,2
51,1,2024-01-21,1,true,2024-01-1,true,2024-01-18,organic,.cn,CN,18,4,9,92.52036774676404,6,True,ZPCHMCBNUD,15
52,1,2024-01-4,1,true,2024-01-12,true,2024-01-1,fb,.cn,CN,5,8,3,90.20071561874812,4,True,VKRLVPEGIA,15
53,1,2024-01-17,1,true,2024-01-14,false,2024-01-30,organic,.com,US,5,5,7,101.70344382504089,5,False,MNIQRSJWSY,13
54,1,2024-01-16,1,false,2024-01-18,false,2024-01-2,li,.dk,CN,12,2,5,94.77428682174974,5,True,TBTCCIKIZT,8
55,1,2024-01-16,0,false,2024-01-21,false,2024-01-29,signup,.dk,DK,10,2,9,95.57079787857352,9,False,ZQFIPOQZHG,6
56,0,2024-01-25,1,false,2024-01-24,false,2024-01-22,fb,.dk,DK,3,2,2,109.43989364209962,1,True,RHDXWWJWIV,4
57,0,2024-01-31,1,true,2024-01-28,false,2024-01-2,signup,.cn,CN,2,0,6,90.3344090449704,9,False,JFLRBCHQYR,3
58,0,2024-01-26,1,true,2024-01-23,false,2024-01-29,signup,.com,CN,6,3,12,100.02661587840487,7,True,SOMOYBNEQM,6
59,0,2024-01-30,0,true,2024-01-3,true,2024-01-6,li,.dk,DK,3,1,3,104.19680775215257,3,True,DAJJXDCWKW,3
60,0,2024-01-20,0,true,2024-01-29,true,2024-01-29,li,.dk,CN,4,2,4,93.845572019953,6,False,TYLXIXMEPW,12
61,0,2024-01-3,0,true,2024-01-26,true,2024-01-31,signup,.cn,US,1,1,6,103.77171160080542,6,True,BTDCFQUACC,14
62,1,2024-01-6,1,false,2024-01-31,true,2024-01-28,fb,.dk,US,15,3,4,112.08226111942838,1,True,XHOOIFJXSA,16
63,0,2024-01-1,1,true,2024-01-25,false,2024-01-24,li,.cn,CN,0,0,5,95.64012865864538,2,True,DVVIZQSFSE,1
64,0,2024-01-21,1,false,2024-01-12,true,2024-01-8,li,.dk,US,0,1,10,104.25047695298298,8,False,WUVHNFGHYA,1
65,1,2024-01-16,0,true,2024-01-29,true,2024-01-22,li,.cn,DK,1,0,4,89.82107016881119,4,False,KYUKNLMALV,12
66,0,2024-01-15,1,false,2024-01-5,true,2024-01-21,organic,.cn,CN,3,12,2,103.46325784979445,8,False,KGVUNQBGLO,5
67,1,2024-01-7,1,true,2024-01-3,true,2024-01-20,li,.dk,US,8,5,8,103.20707774057026,5,False,KTRTWVKAYB,14
68,0,2024-01-2,0,false,2024-01-7,false,2024-01-14,signup,.cn,DK,6,3,6,94.2568211593974,9,False,HTUIUEAPSS,5
69,,2024-01-10,1,true,2024-01-16,true,2024-01-22,fb,.dk,CN,1,6,4,104.00458935980883,1,False,ASKLOXBHSP,1
70,1,2024-01-25,1,false,2024-01-20,false,2024-01-29,organic,.dk,CN,0,7,4,99.99904564627516,6,True,EEKRZPRKPD,11
71,0,2024-01-28,0,true,2024-01-17,true,2024-01-31,li,.com,CN,4,4,5,101.74182814391801,9,False,NBTIPGWQLS,1
72,0,2024-01-15,0,true,2024-01-21,false,2024-01-21,signup,.dk,CN,5,7,4,108.54983690858126,5,True,KQAKBGLQBJ,2
73,1,2024-01-6,0,true,2024-01-27,true,2024-01-26,organic,.dk,US,9,7,5,101.37617556644592,3,False,YYMJLMAOTX,9
74,1,2024-01-2,0,true,2024-01-8,false,2024-01-31,organic,.com,CN,1,3,3,97.19330146719984,9,True,IACDWLKYBQ,15
75,1,2024-01-24,0,true,2024-01-15,false,2024-01-31,fb,.com,CN,3,6,5,91.94617955725015,9,True,NHRGOADYDN,21
76,1,2024-01-24,1,false,2024-01-28,false,2024-01-20,li,.cn,US,4,0,2,116.99412734415023,7,False,ITTRBUNGCH,16
77,0,2024-01-17,0,true,2024-01-20,true,2024-01-22,fb,.com,US,5,25,10,112.48431452418967,3,True,YDPGFEBSMC,9
78,0,2024-01-28,1,false,2024-01-15,true,2024-01-25,fb,.com,DK,0,1,3,101.77729144340194,3,False,QMLEAOLDXE,12
79,0,2024-01-1,1,true,2024-01-23,true,2024-01-25,organic,.cn,US,4,1,6,98.56252313845948,1,False,QCQJKNKFEL,1
80,1,2024-01-1,0,true,2024-01-31,false,2024-01-8,li,.com,CN,3,1,3,113.61549987163178,1,True,RYVYNXJKLJ,9
81,1,2024-01-28,0,true,2024-01-8,false,2024-01-26,organic,.dk,US,5,3,6,83.9285824839979,6,False,XHUNFQGQEB,20
82,0,2024-01-4,1,false,2024-01-25,false,2024-01-17,fb,.com,CN,0,5,1,111.09126398756202,5,False,CYOILUYCQH,18
83,0,2024-01-20,1,true,2024-01-11,true,2024-01-25,organic,.cn,US,2,7,3,112.1279920834942,8,False,SPGBWXXXEV,2
84,0,2024-01-16,1,true,2024-01-31,true,2024-01-5,organic,.dk,DK,0,0,5,106.15108150050642,2,False,AWBDXYFATM,1
85,0,2024-01-8,0,true,2024-01-25,false,2024-01-27,organic,.cn,DK,1,3,6,86.71169272360383,6,True,EIYQJROSLV,1
86,1,2024-01-1,1,true,2024-01-21,true,2024-01-3,fb,.com,DK,0,0,8,117.0259601358002,2,False,AVERVLSIIY,15
87,1,2024-01-26,0,true,2024-01-22,false,2024-01-24,signup,.dk,DK,9,3,3,111.64738283239055,7,False,XJMJZQDDJC,10
88,1,2024-01-19,1,true,2024-01-23,true,2024-01-24,signup,.com,DK,10,1,5,92.1686973895616,5,False,ILBYCVCCZP,5
89,0,2024-01-11,1,true,2024-01-10,false,2024-01-25,fb,.cn,US,1,6,9,119.08422566495145,7,True,KGAUDWZKEW,3
90,0,2024-01-17,1,true,2024-01-18,false,2024-01-18,li,.cn,CN,0,0,5,94.27748245349484,5,True,AYOALEMSTO,1
91,1,2024-01-25,0,false,2024-01-9,false,2024-01-10,organic,.com,US,0,2,5,91.86069729288734,3,False,GWFWSQUJNI,14
92,1,2024-01-10,0,true,2024-01-16,true,2024-01-4,fb,.cn,DK,1,10,4,113.10205499686694,8,False,LYLYFYYSGM,14
93,1,2024-01-12,1,false,2024-01-1,true,2024-01-10,signup,.com,DK,0,7,7,115.6297104636103,3,True,BNJNDMKIOK,8
94,1,2024-01-9,1,true,2024-01-30,false,2024-01-18,fb,.cn,CN,0,0,5,95.79260133446961,8,False,VIVFPTQTUZ,17
95,0,2024-01-7,1,true,2024-01-22,true,2024-01-29,signup,.cn,DK,1,0,5,100.60175076496527,1,False,JBJDCNSVYQ,5
96,1,2024-01-29,0,true,2024-01-6,true,2024-01-13,li,.cn,US,2,4,2,97.47526832023026,9,False,SKEVJIONMJ,7
97,0,2024-01-12,0,true,2024-01-30,false,2024-01-22,signup,.cn,DK,2,1,2,102.83432551804502,3,False,EVTQSTMJAY,11
98,0,2024-01-15,0,true,2024-01-23,true,2024-01-17,li,.dk,DK,8,12,5,82.35014918571464,7,False,SYPZXRLSZK,3
99,0,2024-01-8,0,true,2024-01-2,true,2024-01-14,li,.dk,CN,17,2,4,91.98663582589496,6,True,CSXBASZMIE,2
100,0,2024-01-17,0,true,2024-01-13,true,2024-01-26,li,.com,DK,7,0,7,103.6910757134665,6,True,CFTKLSVBDQ,1
101,1,2024-01-5,1,true,2024-01-22,true,2024-01-19,fb,.com,US,5,21,4,107.07735246090965,6,True,NPPVPKUEPI,18
102,0,2024-01-31,1,true,2024-01-6,false,2024-01-18,fb,.com,DK,1,2,6,90.07277742462368,5,False,DPBWSKSDFR,2
103,1,2024-01-14,1,true,2024-01-9,true,2024-01-23,li,.com,US,2,3,3,109.66868303552063,7,True,KFTLZBVGMB,7
104,1,2024-01-2,0,false,2024-01-14,true,2024-01-8,signup,.cn,DK,5,6,4,83.14537653383184,1,True,IROQPSWYUC,15
105,0,2024-01-16,1,false,2024-01-24,true,2024-01-18,organic,.cn,US,8,1,9,95.65996938676722,5,False,NOVDBSGTUV,10
106,0,2024-01-29,0,true,2024-01-21,false,2024-01-16,organic,.cn,DK,6,1,2,83.2622149511586,5,True,TJIBQAICLA,4
107,1,2024-01-17,0,false,2024-01-7,false,2024-01-25,signup,.com,CN,5,4,10,102.76304644632945,2,True,YHGCDBUZOO,13
108,0,2024-01-3,1,false,2024-01-23,false,2024-01-11,organic,.dk,US,6,0,9,104.68810305588208,6,True,HAGGBWETXA,6
109,0,2024-01-23,1,true,2024-01-5,true,2024-01-17,signup,.com,DK,1,0,3,94.52850640643545,2,True,TUKZRKNGZC,1
110,0,2024-01-1,0,true,2024-01-7,false,2024-01-18,signup,.dk,US,4,4,6,108.06151279697065,4,True,NWTUJSIWDD,4
111,0,2024-01-27,0,false,2024-01-3,true,2024-01-19,li,.dk,DK,3,2,4,109.64391821884507,5,False,QCVGFOTHCH,4
112,1,2024-01-18,1,true,2024-01-23,false,2024-01-18,signup,.cn,CN,9,3,3,106.22273137964525,4,True,BPQXMGSSGK,7
113,1,2024-01-18,0,true,2024-01-13,false,2024-01-14,fb,.cn,CN,0,0,3,101.1804672873618,4,True,PGHFLBNSAR,19
114,1,2024-01-4,0,true,2024-01-22,true,2024-01-17,fb,.com,CN,1,5,6,100.53795297730439,4,False,OMDKEAHODZ,15
115,1,2024-01-15,0,false,2024-01-31,false,2024-01-8,fb,.com,US,4,0,7,112.33292710906748,3,True,SEKGRYIOYN,6
116,1,2024-01-28,1,false,2024-01-12,false,2024-01-15,signup,.dk,CN,2,5,4,101.55155875618537,3,False,ANVCOQDWPG,26
117,0,2024-01-19,0,true,2024-01-6,false,2024-01-17,fb,.dk,US,2,4,7,85.07222317677113,4,False,RFEIPROXGO,3
118,1,2024-01-19,0,false,2024-01-2,false,2024-01-21,li,.cn,US,4,0,4,102.01892644304351,5,True,IMQUICWUXT,18
119,1,2024-01-10,0,true,2024-01-15,false,2024-01-11,li,.dk,CN,2,8,4,92.95419489941332,3,False,OOWFTNZNZU,12
120,1,2024-01-5,0,true,2024-01-15,true,2024-01-29,organic,.dk,US,2,2,4,104.56619205573296,9,False,DWBTSKPSSO,10
121,1,2024-01-19,0,true,2024-01-18,true,2024-01-6,organic,.com,US,4,0,4,92.57589387569865,2,True,XVPEMSEHTL,13
122,0,2024-01-11,0,false,2024-01-23,false,2024-01-23,li,.com,US,0,6,7,108.9538207649554,1,False,FGLDRIAFOS,10
123,0,2024-01-7,0,true,2024-01-17,true,2024-01-19,fb,.dk,US,0,0,2,87.54146267901389,4,False,VYCFTNIJZT,4
124,0,2024-01-5,1,true,2024-01-25,true,2024-01-16,li,.dk,CN,5,2,5,101.55803874285499,2,True,SEJLGSITGJ,12
125,0,2024-01-20,1,true,2024-01-3,false,2024-01-12,fb,.dk,US,1,0,6,85.51622316526229,2,False,TOXOBGGLMW,1
126,1,2024-01-12,1,true,2024-01-22,false,2024-01-15,signup,.com,CN,3,2,4,93.3007105454706,3,True,NBUXBYCSKE,19
127,1,2024-01-19,0,true,2024-01-3,true,2024-01-11,fb,.com,CN,0,0,4,89.22786934454231,8,True,AFQRSECYXF,8
128,0,2024-01-15,1,true,2024-01-28,false,2024-01-31,fb,.cn,US,1,16,4,87.43269275274947,8,False,WWWXQNNRUH,6
129,1,2024-01-12,1,false,2024-01-9,true,2024-01-7,fb,.cn,US,0,8,3,93.2370284092398,9,False,PNMGLRGQUP,10
130,0,2024-01-4,0,true,2024-01-10,true,2024-01-24,signup,.cn,CN,13,0,5,111.24927864936835,5,True,FBOBLIOYHV,5
131,0,2024-01-30,1,true,2024-01-12,false,2024-01-10,li,.cn,CN,1,5,4,89.89063957579621,9,False,KHUIHFTXQI,5
132,0,2024-01-31,0,true,2024-01-23,false,2024-01-19,organic,.com,CN,3,2,2,104.64833486903056,5,True,LUDJWUEEBT,5
133,0,2024-01-12,0,true,2024-01-1,true,2024-01-5,signup,.cn,US,14,4,7,93.07633213437944,5,True,TLHITDPRSA,6
134,1,2024-01-18,0,true,2024-01-4,true,2024-01-17,fb,.com,US,0,6,1,102.82689847104251,3,False,IRVORQPGVX,27
135,0,2024-01-17,1,false,2024-01-30,false,2024-01-25,fb,.com,DK,3,0,5,94.81914406387337,8,True,XGTQMUBQCU,22
136,1,2024-01-19,0,true,2024-01-21,false,2024-01-24,organic,.cn,US,0,1,5,95.09050896246406,4,True,IKYCJQUDSZ,9
137,1,2024-01-16,1,false,2024-01-23,false,2024-01-19,fb,.com,US,11,14,4,96.6618832215847,7,True,CUDZZVPUKG,13
138,0,2024-01-11,0,false,2024-01-23,false,2024-01-4,li,.dk,CN,11,8,3,103.43607181137538,1,False,OKFTBSEGEZ,5
139,,2024-01-2,0,true,2024-01-5,false,2024-01-1,signup,.cn,US,5,4,4,116.48843918531017,6,False,WCQYWSDYEM,4
140,,2024-01-16,1,true,2024-01-28,false,2024-01-14,signup,.cn,DK,1,1,2,82.9108283609329,7,False,HKTVFWLMWH,5
141,0,2024-01-1,0,true,2024-01-17,true,2024-01-17,signup,.dk,CN,5,2,6,82.01876634155049,7,False,JMFONJZUPE,8
142,0,2024-01-17,1,true,2024-01-21,true,2024-01-31,signup,.cn,DK,9,1,4,111.3291170535832,9,False,KNDCQISUNM,8
143,0,2024-01-18,0,true,2024-01-5,false,2024-01-14,li,.com,US,2,2,4,104.89947041996122,1,True,IUHLTMLRTE,1
144,0,2024-01-29,0,true,2024-01-4,true,2024-01-6,li,.com,DK,11,3,2,94.48245274130379,7,True,KYEHZABBYW,5
145,0,2024-01-29,0,true,2024-01-29,true,2024-01-22,fb,.com,US,12,5,4,108.06462726237059,2,True,WHCPLPNPOD,15
146,1,2024-01-25,0,false,2024-01-22,true,2024-01-25,signup,.cn,CN,8,9,8,100.83569817228522,9,False,UKEAVDRBIM,21
147,1,2024-01-29,0,true,2024-01-15,true,2024-01-28,fb,.dk,DK,0,31,1,107.67507640691227,5,False,UCEQTMPIQZ,6
148,0,2024-01-13,0,true,2024-01-24,true,2024-01-5,signup,.dk,US,8,4,3,111.11584773107471,2,True,VIQNDTATLY,6
149,0,2024-01-5,0,true,2024-01-10,true,2024-01-3,li,.cn,CN,6,8,5,91.62966236741012,2,True,LWJFTIMJZA,2
150,1,2024-01-25,0,true,2024-01-5,true,2024-01-22,organic,.com,CN,0,7,4,112.2270037097516,2,True,TGQYCDWUAR,19
151,0,2024-01-24,1,true,2024-01-14,true,2024-01-24,organic,.com,CN,0,7,6,95.16970980127344,2,False,JACCILVPHP,1
152,0,2024-01-29,1,false,2024-01-24,false,2024-01-28,signup,.cn,US,4,8,7,101.5583646851383,2,False,PKMEXRHJWN,2
153,0,2024-01-27,1,false,2024-01-31,false,2024-01-15,li,.cn,CN,6,2,6,106.3456541084549,6,True,PSGFTHSGBE,7
154,,2024-01-6,0,true,2024-01-28,false,2024-01-7,organic,.com,US,0,0,6,98.12637078364214,4,True,SYKBRRAOKM,6
155,0,2024-01-1,1,true,2024-01-21,false,2024-01-11,organic,.cn,DK,8,1,7,100.69385632011384,4,False,YWNMPFPIHR,11
156,1,2024-01-10,1,true,2024-01-13,true,2024-01-10,organic,.dk,US,4,3,3,81.95605979378804,2,False,CJBRMLEKNK,22
157,1,2024-01-5,0,true,2024-01-19,false,2024-01-14,li,.dk,US,1,3,5,116.58307484956481,7,True,ODWZXCCSEX,15
158,0,2024-01-28,1,false,2024-01-8,false,2024-01-3,organic,.cn,US,9,0,3,101.74791607671754,8,True,UUIOZILWBK,4
159,1,2024-01-1,0,false,2024-01-12,true,2024-01-14,fb,.com,DK,0,1,4,84.13296940527403,3,False,YCJTTVCFMS,23
160,0,2024-01-23,1,true,2024-01-20,false,2024-01-17,signup,.dk,US,0,8,8,127.43840235756144,7,False,PJACVAGSNN,2
161,1,2024-01-26,1,true,2024-01-30,false,2024-01-4,organic,.cn,DK,1,15,5,76.26596606989375,8,True,SEAOCYWBYH,15
162,1,2024-01-30,1,true,2024-01-19,true,2024-01-6,li,.com,DK,2,10,4,100.44616556765344,6,True,ONRGXAPTXG,4
163,1,2024-01-11,1,true,2024-01-19,false,2024-01-20,fb,.cn,DK,7,5,4,103.18782342205398,4,False,EDDEFBGFMJ,10
164,0,2024-01-24,1,true,2024-01-6,false,2024-01-5,organic,.cn,DK,2,1,5,92.79943275723318,2,True,IAHEAGIIXY,3
165,1,2024-01-24,0,true,2024-01-8,true,2024-01-10,fb,.cn,CN,0,5,3,89.82394384411892,5,False,CPRULJMNEQ,30
166,0,2024-01-7,1,true,2024-01-10,true,2024-01-7,li,.cn,DK,9,4,3,89.05780564995115,2,True,JEJEULULSA,17
167,0,2024-01-18,0,true,2024-01-21,false,2024-01-15,signup,.cn,CN,1,3,6,94.11985007702344,1,False,MNCSDIPRDF,4
168,0,2024-01-21,1,true,2024-01-17,false,2024-01-21,fb,.com,DK,7,9,5,102.26080540064348,4,True,ZZTWLIPLAJ,1
169,1,2024-01-20,0,true,2024-01-1,false,2024-01-21,signup,.dk,DK,1,4,4,100.28174587586498,6,False,CNNNKVXVBZ,14
170,1,2024-01-21,1,true,2024-01-19,true,2024-01-18,li,.com,CN,5,0,3,92.81848213774737,3,False,VMALORHFFD,15
171,0,2024-01-10,1,true,2024-01-12,false,2024-01-1,fb,.dk,CN,2,2,6,103.08666058620021,8,True,IENMMKVYQM,2
172,1,2024-01-25,1,true,2024-01-28,false,2024-01-4,li,.cn,US,3,2,3,85.2910699811062,3,True,HLXXORNUVI,8
173,0,2024-01-15,1,false,2024-01-22,false,2024-01-11,fb,.cn,CN,2,0,1,96.42940876956682,2,True,POEVZJHWYX,3
174,1,2024-01-4,1,true,2024-01-2,false,2024-01-10,li,.com,CN,0,0,4,104.96346284607124,3,False,OBJNQZWLUO,7
175,0,2024-01-16,0,false,2024-01-17,true,2024-01-13,li,.com,CN,4,9,6,109.05647624405512,1,True,RHKILMYMZV,5
176,1,2024-01-15,1,true,2024-01-31,true,2024-01-24,organic,.dk,US,1,0,4,103.878569768694,4,False,SFHOWCCVWR,10
177,0,2024-01-15,1,true,2024-01-7,false,2024-01-31,organic,.cn,US,5,7,4,94.23689382875195,4,True,INBWGYPGOI,2
178,1,2024-01-12,0,true,2024-01-14,false,2024-01-19,li,.com,DK,3,3,4,121.87127943617472,4,False,PMQBIUPZIT,15
179,0,2024-01-8,1,true,2024-01-14,true,2024-01-22,fb,.cn,DK,21,0,5,119.14719437234078,1,False,ESHLKMPMQK,2
180,0,2024-01-8,1,true,2024-01-12,true,2024-01-10,fb,.cn,US,3,1,2,102.16627329719107,7,False,DLCQTBJBOO,3
181,0,2024-01-18,1,false,2024-01-16,true,2024-01-30,fb,.cn,CN,0,1,4,98.79668710525753,3,False,ZGQVGEPQKP,4
182,1,2024-01-30,1,true,2024-01-18,true,2024-01-18,li,.dk,US,0,2,4,80.11710196558175,6,False,ECDHPNKJFG,25
183,1,2024-01-6,1,true,2024-01-8,false,2024-01-9,signup,.cn,US,0,2,6,118.20725241944896,5,True,LUBQTNWDCM,12
184,0,2024-01-5,0,true,2024-01-2,true,2024-01-30,fb,.dk,US,2,0,9,105.6341130986037,6,True,UIKUWQABOU,11
185,1,2024-01-2,1,true,2024-01-11,true,2024-01-9,signup,.com,US,0,8,5,108.46710570419039,9,False,AACEDUWABX,31
186,1,2024-01-12,0,false,2024-01-1,false,2024-01-20,signup,.com,US,0,12,3,110.2739853172138,9,False,QGGDGUBOFX,33
187,1,2024-01-26,1,false,2024-01-10,false,2024-01-28,li,.cn,DK,6,6,6,106.1448312024315,7,True,AWGBCINBCD,15
188,1,2024-01-4,1,true,2024-01-18,false,2024-01-27,signup,.cn,CN,2,1,1,85.44462025039758,9,True,ETCMPIAOPD,26
189,0,2024-01-23,0,true,2024-01-16,false,2024-01-12,signup,.dk,DK,2,3,6,103.52277521433118,5,True,VOOTYELWHE,5
190,0,2024-01-13,1,true,2024-01-2,false,2024-01-24,signup,.cn,DK,6,4,3,94.46103687379949,5,False,CXUUCQWNNU,1
191,1,2024-01-17,1,false,2024-01-23,false,2024-01-14,signup,.cn,US,3,6,7,106.8005479869779,2,False,CTTBPSFQGY,18
192,1,2024-01-31,0,true,2024-01-17,false,2024-01-30,li,.cn,DK,2,0,12,106.42588943023375,7,False,IZGOBAOBNA,4
193,1,2024-01-16,1,false,2024-01-16,true,2024-01-2,li,.dk,CN,2,4,4,116.73385895645121,4,False,NMSVENJBOF,10
