lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code,purchases,time_spent,n_visits
183,1.0,2024-01-06,signup,5,True,LUBQTNWDCM,0.6080652956254038,0.95742961116007,0.5156018264738655
185,1.0,2024-01-02,signup,9,False,AACEDUWABX,0.49591413899932213,0.7128252291575317,1.0
186,1.0,2024-01-12,signup,9,False,QGGDGUBOFX,0.271611825747159,0.7582014112641318,1.0
188,1.0,2024-01-04,signup,9,True,ETCMPIAOPD,0.047309512494995765,0.1346613686721989,1.0
189,0.0,2024-01-23,signup,5,True,VOOTYELWHE,0.6080652956254038,0.5886582182034039,0.18749157326322383
190,0.0,2024-01-13,signup,5,False,CXUUCQWNNU,0.271611825747159,0.361090711116256,0.0
191,1.0,2024-01-17,signup,2,False,CTTBPSFQGY,0.7202164522514855,0.6709729519375469,0.7968391863687013
194,0.0,2024-01-09,signup,4,False,OWBEEKDLKJ,0.6080652956254038,0.33850020277952675,0.37498314652644765
197,1.0,2024-01-01,signup,2,True,VDNVRNQBWI,0.271611825747159,0.8743374632179384,0.5624747197896716
200,1.0,2024-01-05,signup,5,True,JBIJNXCLSV,0.15946066912107737,0.5162440027448354,0.4687289331580596
204,1.0,2024-01-20,signup,2,False,DIEBKIQXIE,0.3837629823732406,0.23605396790411248,0.5624747197896716
211,1.0,2024-01-29,signup,7,False,PLTYLCEFBO,0.3837629823732406,0.5383051879519298,0.5624747197896716
212,1.0,2024-01-18,signup,8,False,UXHKQSMYVV,0.49591413899932213,0.8095368277005446,0.7030933997370894
213,0.0,2024-01-27,signup,1,True,ZOYWTXPOZY,0.047309512494995765,0.42347150436389436,0.04687289331580596
214,1.0,2024-01-20,signup,5,True,JNWPKXCSSO,0.49591413899932213,0.39372569700612203,0.6562205064212835
215,0.0,2024-01-04,signup,8,False,VUZLWIFHQJ,0.9445187655036485,0.2834508797064492,0.23436446657902976
221,1.0,2024-01-14,signup,6,False,MKSYUTUPJP,0.3837629823732406,0.7037826738566162,0.5156018264738655
227,0.0,2024-01-27,signup,2,False,FJPJFRMSBU,0.3837629823732406,0.43758380044743506,0.18749157326322383
230,1.0,2024-01-22,signup,9,False,EQOMPRQEWY,0.49591413899932213,0.46466524149662325,0.3281102532106417
234,0.0,2024-01-06,signup,6,False,WDCBAOBGWP,0.49591413899932213,0.4828665398565861,0.23436446657902976
235,1.0,2024-01-26,signup,5,True,YLJXFOVMVA,0.7202164522514855,0.46186046376844647,0.5156018264738655
240,1.0,2024-01-04,signup,7,False,ZYKTZXDHHZ,0.49591413899932213,0.6027528906689019,0.4218560398422536
246,0.0,2024-01-27,signup,7,True,None,0.3837629823732406,0.8446445204026434,0.0
250,0.0,2024-01-18,signup,6,False,FVIKAFWSNY,0.6080652956254038,0.38036920910283634,0.0
252,1.0,2024-01-19,signup,2,False,KOCYNCMCMV,0.9999999999999999,0.5841260558797803,0.5624747197896716
253,0.0,2024-01-22,signup,9,True,BDQKEYUSMI,0.7202164522514855,0.329012925899447,0.04687289331580596
256,1.0,2024-01-09,signup,8,True,FSXSWSYZUJ,0.49591413899932213,0.470732050261947,0.37498314652644765
259,0.0,2024-01-22,signup,9,True,KSFIGBQODL,0.15946066912107737,0.45331614578122803,0.23436446657902976
267,1.0,2024-01-16,signup,4,False,LYBCDYVCHQ,0.49591413899932213,0.9140615453778089,0.8437120796845072
268,0.0,2024-01-02,signup,8,False,ICDPTWVENR,0.0,0.5355774260485049,0.0937457866316119
270,1.0,2024-01-20,signup,3,True,GOGGTKNAMI,0.3837629823732406,0.4630537135804067,0.5156018264738655
272,1.0,2024-01-03,signup,8,False,MPHAMNJDFG,0.3837629823732406,0.3533006905959235,0.18749157326322383
275,1.0,2024-01-23,signup,5,True,RWQKNZRIVB,0.7202164522514855,0.5046537926786518,0.5156018264738655
276,1.0,2024-01-02,signup,6,True,RGEDZASBRA,0.15946066912107737,0.13459993668293313,0.6562205064212835
279,1.0,2024-01-25,signup,8,True,ZDCQVADSDR,0.49591413899932213,0.4444756985688847,0.5156018264738655
281,0.0,2024-01-05,signup,8,False,XVACGPNCAJ,0.49591413899932213,0.23098100183468473,0.14061867994741786
286,0.0,2024-01-30,signup,1,False,VEYIFYUIOP,0.271611825747159,0.3412205692452872,0.0937457866316119
293,0.0,2024-01-18,signup,5,False,BWKSTABDJH,0.6080652956254038,0.2502177017437339,0.0937457866316119
301,1.0,2024-01-12,signup,6,False,HWDYYSGJZR,0.7202164522514855,0.5727995212486849,1.0
306,1.0,2024-01-12,signup,9,True,POZJYBRZVJ,0.7202164522514855,0.4506316629497009,0.3281102532106417
314,1.0,2024-01-30,signup,3,False,PVTMUCPXBM,0.3837629823732406,0.02780325458185784,0.7030933997370894
316,0.0,2024-01-11,signup,4,True,DNZYBFEQQX,0.7202164522514855,0.8780447684858221,0.0
320,1.0,2024-01-30,signup,9,False,EPJEEVITQL,0.832367608877567,0.6225623455819078,0.2812373598948357
321,1.0,2024-01-19,signup,2,False,PXLHFETYFZ,0.271611825747159,0.7003668194991723,0.37498314652644765
326,1.0,2024-01-05,signup,4,True,YJUWGABPSV,0.49591413899932213,0.8605000698954535,0.6093476131054775
327,1.0,2024-01-25,signup,4,True,KWPRBKALJZ,0.49591413899932213,0.5714896743483644,1.0
338,0.0,2024-01-21,signup,5,True,LXGGISTXEU,0.49591413899932213,0.33161329497372627,0.37498314652644765
345,1.0,2024-01-15,signup,8,False,ZNTKHUJZBI,0.3837629823732406,0.7099041885511719,0.23436446657902976
347,0.0,2024-01-19,signup,9,True,GUHJUXCUAI,0.49591413899932213,0.0,0.4687289331580596
349,1.0,2024-01-05,signup,2,True,RUQHWTWNTS,0.49591413899932213,0.42567273277756446,0.37498314652644765
352,1.0,2024-01-13,signup,5,True,PYXIFNVILN,0.7202164522514855,0.34698053461034917,1.0
353,0.0,2024-01-18,signup,1,True,IXRSKBZDGM,0.3837629823732406,0.37724795952874945,0.0
360,0.0,2024-01-30,signup,1,True,PJRQVNYWKR,0.271611825747159,0.6754166149060801,0.0
362,0.0,2024-01-09,signup,2,False,CUOGTVGVLJ,0.15946066912107737,0.5827441514242166,0.04687289331580596
367,1.0,2024-01-10,signup,2,False,JELRVEIWTP,0.15946066912107737,0.679645948923401,0.37498314652644765
370,0.0,2024-01-30,signup,3,False,AJTXKCIAPG,0.6080652956254038,0.8120330030462917,0.0
373,1.0,2024-01-21,signup,9,False,GRDBMUTEGG,0.49591413899932213,0.42711841409907025,0.6562205064212835
374,0.0,2024-01-13,signup,4,False,ZYBUMTNCVY,0.3837629823732406,0.6499752207432272,0.0
382,1.0,2024-01-13,signup,9,False,QIRLGHFEYT,0.7202164522514855,0.9244703985292007,0.6093476131054775
385,1.0,2024-01-05,signup,7,True,NEDLCGZVFP,0.271611825747159,0.13425841370340974,0.5624747197896716
388,1.0,2024-01-28,signup,2,True,JZUSHCNZAY,0.047309512494995765,0.12179987896763755,0.37498314652644765
391,0.0,2024-01-26,signup,8,True,YGLLRNOUHW,0.271611825747159,0.9771635854668794,0.0
400,0.0,2024-01-20,signup,5,False,USEDQJJTXO,0.9999999999999999,0.6676531576661944,0.0
401,1.0,2024-01-23,signup,8,False,MHSUUXYIIR,0.15946066912107737,0.1482004576859941,0.3281102532106417
404,0.0,2024-01-09,signup,6,True,IGCIXTLQSM,0.271611825747159,0.5114508303560781,0.14061867994741786
406,0.0,2024-01-19,signup,8,False,DQBBZCLEKF,0.3837629823732406,0.139849473051183,0.0
419,1.0,2024-01-27,signup,8,True,AOOQECTXNK,0.271611825747159,0.8257522492929237,0.23436446657902976
423,0.0,2024-01-06,signup,3,False,EPMDFKOEUJ,0.49591413899932213,0.409856651996797,0.18749157326322383
426,0.0,2024-01-21,signup,7,True,YFROGHEYSX,0.7202164522514855,0.6996370631820596,0.3281102532106417
427,1.0,2024-01-01,signup,6,True,LGZDTMNLJY,0.271611825747159,0.35899604857477385,0.3281102532106417
430,0.0,2024-01-28,signup,7,False,SNDYIUCQAE,0.15946066912107737,0.6728545778536534,0.0937457866316119
432,1.0,2024-01-20,signup,4,False,JHAOJJIWCW,0.832367608877567,0.8224968439172029,0.6093476131054775
436,0.0,2024-01-05,signup,5,True,QDOAFZIIST,0.3837629823732406,0.20416513851007823,0.04687289331580596
438,1.0,2024-01-15,signup,8,True,ADKNQXITXD,0.49591413899932213,0.6434868344336033,1.0
445,1.0,2024-01-08,signup,1,False,COQGIQDKJZ,0.9999999999999999,0.43176302823447443,0.6562205064212835
449,0.0,2024-01-29,signup,3,True,XESIROZJQI,0.3837629823732406,0.43823556451156254,0.18749157326322383
451,1.0,2024-01-11,signup,2,False,QNQSVXSEUL,0.271611825747159,0.6795423957844497,1.0
452,0.0,2024-01-13,signup,1,False,PABKNFJTAM,0.271611825747159,0.0,0.23436446657902976
459,0.0,2024-01-19,signup,1,False,KJJLWOBSQO,0.271611825747159,0.03585580889718054,0.7030933997370894
463,1.0,2024-01-31,signup,1,True,AEMOQPZTTB,0.271611825747159,0.7930624905374439,0.9843307596319252
501,1.0,2024-01-06,signup,3,False,UTIMHHOHJP,0.271611825747159,0.5585038660818178,0.7030933997370894
505,0.0,2024-01-10,signup,7,True,YDSYXTXNUN,0.49591413899932213,0.3861285201664191,0.18749157326322383
512,1.0,2024-01-20,signup,5,False,MAHSOLTKEW,0.271611825747159,0.5116479328993484,0.6562205064212835
519,0.0,2024-01-24,signup,5,True,MFELPVBLUU,0.3837629823732406,0.5801336025999984,0.04687289331580596
523,1.0,2024-01-25,signup,4,False,IKLMFEYYHN,0.49591413899932213,0.5655462582961253,0.7030933997370894
525,0.0,2024-01-10,signup,1,False,XYECIRVNCY,0.7202164522514855,0.2430162236582829,0.4218560398422536
526,0.0,2024-01-17,signup,6,True,PVDXFBWPGM,0.49591413899932213,0.06364230881049293,0.04687289331580596
527,0.0,2024-01-29,signup,5,True,RVMSZZDPNQ,0.6080652956254038,0.0,0.0937457866316119
528,0.0,2024-01-08,signup,8,False,SACGVDYWXR,0.49591413899932213,0.4131218987911298,0.37498314652644765
530,1.0,2024-01-01,signup,3,False,DZHTRLDBIX,0.7202164522514855,0.21868832905383595,0.7968391863687013
533,1.0,2024-01-07,signup,6,False,XOLXNLHBCZ,0.15946066912107737,0.38882379916235843,0.8905849730003133
534,1.0,2024-01-24,signup,6,True,IEXGHXCYGL,0.7202164522514855,0.3149030289134256,0.2812373598948357
537,0.0,2024-01-12,signup,2,False,PSOJFGSNNP,0.6080652956254038,0.11946834268662387,0.3281102532106417
539,0.0,2024-01-26,signup,2,False,SYJUCSTRZE,0.7202164522514855,0.5489215827670417,0.2812373598948357
557,0.0,2024-01-08,signup,6,False,LVJQWQXXLU,0.9999999999999999,0.30551313458765694,0.04687289331580596
558,1.0,2024-01-10,signup,6,False,NHTYEOTPZH,0.3837629823732406,0.5121103300618657,0.23436446657902976
566,0.0,2024-01-30,signup,7,False,NAOXGOYWZF,0.49591413899932213,0.5209401523947745,0.0
575,1.0,2024-01-09,signup,4,True,REYBGTVOKY,0.49591413899932213,0.23154810487603328,0.9374578663161192
576,0.0,2024-01-10,signup,5,False,NJEBHCDREE,0.6080652956254038,0.4748452414750761,0.3281102532106417
580,0.0,2024-01-08,signup,3,True,YKEOETLNNG,0.9445187655036485,0.09584529918814733,0.04687289331580596
582,0.0,2024-01-14,signup,8,True,ETCAJJRHIP,0.49591413899932213,0.6594695588975119,0.14061867994741786
592,0.0,2024-01-26,signup,2,False,CNKVNFRBSZ,0.3837629823732406,0.334861383455638,0.2812373598948357
593,0.0,2024-01-12,signup,6,False,FCNTCDPNMW,0.49591413899932213,0.31416401914329795,0.37498314652644765
598,0.0,2024-01-01,signup,3,True,UFFRUFQLMG,0.3837629823732406,0.7745006119024427,0.0
599,0.0,2024-01-20,signup,8,True,LPGTEFYWJL,0.047309512494995765,0.20602523383457294,0.04687289331580596
602,0.0,2024-01-03,signup,1,False,EHMMMGVKOA,0.832367608877567,0.8084051032247839,0.04687289331580596
605,0.0,2024-01-25,signup,6,False,DWYVEJRRSW,0.3837629823732406,0.0,0.2812373598948357
611,1.0,2024-01-02,signup,6,True,FFUBCHUAGP,0.3837629823732406,0.008390288596797912,0.6093476131054775
614,1.0,2024-01-14,signup,6,True,JYFIJESLYA,0.15946066912107737,0.37918016575125213,0.7030933997370894
616,0.0,2024-01-08,signup,5,False,ZCNHYQKMGM,0.271611825747159,0.722871075791887,0.0
619,1.0,2024-01-29,signup,2,False,RGKHMWRUXA,0.9445187655036485,0.5228201471299707,0.7968391863687013
624,1.0,2024-01-11,signup,5,True,UGHFDHTXRD,0.6080652956254038,0.5020447722652319,0.6562205064212835
625,0.0,2024-01-17,signup,6,True,RJISFSBNJB,0.6080652956254038,0.6363758369043837,0.04687289331580596
627,1.0,2024-01-10,signup,6,False,RNPBRFDQDX,0.047309512494995765,0.5375893712197692,0.18749157326322383
632,1.0,2024-01-02,signup,5,True,QYTZJRDRIM,0.6080652956254038,0.20146626423296166,0.6093476131054775
640,0.0,2024-01-12,signup,6,False,BIHFEVBUIM,0.271611825747159,0.7085850670760663,0.04687289331580596
642,0.0,2024-01-06,signup,8,True,SSKURYLYZP,0.49591413899932213,0.048418885542600876,0.04687289331580596
643,0.0,2024-01-24,signup,7,True,GIBIFRRMAT,0.6080652956254038,0.4280194465462981,0.0
654,0.0,2024-01-07,signup,3,False,NJXMZWWFIW,0.49591413899932213,0.48764717711361527,0.14061867994741786
658,1.0,2024-01-15,signup,3,True,GVIKENFAAJ,0.6080652956254038,0.7216141140865764,0.7968391863687013
671,1.0,2024-01-28,signup,9,False,VNWHTKCVXP,0.3837629823732406,0.35665080454854214,0.5624747197896716
690,0.0,2024-01-16,signup,9,True,SQNBXJNFSJ,0.49591413899932213,0.7197377608308102,0.04687289331580596
698,0.0,2024-01-03,signup,9,False,HMNFUOVOWZ,0.271611825747159,0.6348771482848101,0.6562205064212835
704,0.0,2024-01-27,signup,8,True,FMGLODWJAI,0.49591413899932213,0.71705018587924,0.04687289331580596
706,0.0,2024-01-28,signup,3,True,CEDWZBKFLE,0.15946066912107737,0.2323437408953528,0.0
708,0.0,2024-01-06,signup,3,True,HINGPSFRDB,0.9999999999999999,0.3647814887121932,0.23436446657902976
710,1.0,2024-01-14,signup,5,True,MTPFPWDOPG,0.7202164522514855,0.5185459623430724,0.6562205064212835
715,1.0,2024-01-29,signup,2,False,PUHGEATEQG,0.7202164522514855,0.39436204729382895,0.37498314652644765
718,0.0,2024-01-17,signup,1,True,XGFYZZUXJR,0.3837629823732406,0.8699018066395938,0.14061867994741786
720,1.0,2024-01-19,signup,1,False,HZFVXJXGEL,0.271611825747159,0.5340035449336611,0.7030933997370894
723,1.0,2024-01-12,signup,8,False,BBSEAEVOWC,0.49591413899932213,0.0,0.6562205064212835
737,1.0,2024-01-03,signup,9,False,GHNCYYMMTP,0.49591413899932213,0.5965355946457933,0.37498314652644765
740,0.0,2024-01-26,signup,9,True,WWXKLNYLDU,0.49591413899932213,0.6302979029252489,0.14061867994741786
741,0.0,2024-01-18,signup,4,True,DIZVUCIXFY,0.9445187655036485,0.5138015472873607,0.18749157326322383
745,1.0,2024-01-02,signup,8,False,SPLUQDKFMN,0.271611825747159,0.5625789890982782,0.9843307596319252
758,1.0,2024-01-02,signup,8,True,WYRHXLWMAY,0.832367608877567,0.3432392522167085,0.4687289331580596
759,1.0,2024-01-15,signup,9,True,WQCXHPIDID,0.15946066912107737,0.28030763973875983,0.7030933997370894
762,0.0,2024-01-03,signup,4,False,AORSCBDFWI,0.3837629823732406,0.29187767964534306,0.14061867994741786
771,1.0,2024-01-01,signup,3,True,GQAPHMNXBK,0.3837629823732406,0.5297638782668939,1.0
774,1.0,2024-01-17,signup,5,False,BZJCNBMXML,0.3837629823732406,0.8198891797925323,0.9374578663161192
776,0.0,2024-01-10,signup,7,True,RDPYIQZBMC,0.6080652956254038,0.1473693593639216,0.3281102532106417
779,1.0,2024-01-08,signup,6,False,MFQNWOZXMS,0.6080652956254038,0.5299979055038309,0.6093476131054775
781,1.0,2024-01-07,signup,1,True,OYYQXPXEKZ,0.6080652956254038,0.5227242828117675,0.5624747197896716
786,1.0,2024-01-31,signup,6,False,HSJVHVITCA,0.49591413899932213,0.6416515443531625,0.5624747197896716
789,1.0,2024-01-01,signup,8,True,JXWKANDJCR,0.7202164522514855,0.6659463863747903,0.5624747197896716
791,1.0,2024-01-03,signup,4,False,RCHBBHXNVX,0.3837629823732406,0.5009020021407471,0.8905849730003133
794,0.0,2024-01-05,signup,5,False,CMNXJCHIIP,0.49591413899932213,0.6995192369190599,0.9843307596319252
797,1.0,2024-01-21,signup,9,True,GDMEBGLZFE,0.271611825747159,0.46501117296959293,1.0
802,1.0,2024-01-08,signup,7,False,LBIFWPYBWF,0.7202164522514855,0.8016432918230572,0.9374578663161192
807,1.0,2024-01-04,signup,5,False,UJKCVSBKNM,0.49591413899932213,0.4653468435186747,0.7968391863687013
813,1.0,2024-01-28,signup,5,False,IYNCYSMWUV,0.3837629823732406,0.5578032622754749,1.0
816,1.0,2024-01-19,signup,9,True,YLCEHNZABA,0.3837629823732406,0.4310516205178603,0.4687289331580596
821,0.0,2024-01-17,signup,2,False,SSZDSRLDJP,0.7202164522514855,0.3298290154652932,0.0937457866316119
831,0.0,2024-01-06,signup,1,True,HIGFFFZBXL,0.271611825747159,0.35832786032562236,0.0937457866316119
835,0.0,2024-01-18,signup,5,False,XOKTNESPEO,0.3837629823732406,0.5600874725514422,0.0937457866316119
836,1.0,2024-01-18,signup,6,True,EJFQSWZBJA,0.15946066912107737,0.4777573514969893,0.3281102532106417
838,1.0,2024-01-10,signup,7,False,VPYDBZVHTE,0.49591413899932213,0.6412344189817287,0.7030933997370894
839,1.0,2024-01-05,signup,5,False,SAAFCDSWCC,0.7202164522514855,0.3264710241263362,0.9843307596319252
842,0.0,2024-01-23,signup,9,True,MHZLKADZAW,0.15946066912107737,0.6886741479060712,0.18749157326322383
850,0.0,2024-01-23,signup,2,False,LYWGSLNBTH,0.271611825747159,0.4829047569881175,0.18749157326322383
860,1.0,2024-01-27,signup,2,False,FOUNMYYFHQ,0.9999999999999999,1.0000000000000004,0.6562205064212835
865,1.0,2024-01-06,signup,2,False,YTNTDRSNDE,0.271611825747159,0.2926897499336225,0.23436446657902976
866,0.0,2024-01-13,signup,2,True,JMTGMQDPTP,0.047309512494995765,0.3717065519987255,0.04687289331580596
870,0.0,2024-01-22,signup,6,False,MHCYGCCQFU,0.047309512494995765,0.5451972347711562,0.0937457866316119
880,0.0,2024-01-27,signup,1,True,TUICNOJJRT,0.6080652956254038,0.9009346964105664,0.0937457866316119
883,0.0,2024-01-03,signup,7,False,ACJHDYBUCE,0.832367608877567,0.6479370695178823,0.14061867994741786
888,0.0,2024-01-17,signup,3,True,YOBNHOXFYF,0.49591413899932213,0.0,0.4687289331580596
890,1.0,2024-01-14,signup,5,False,QBKPIJNJYF,0.9999999999999999,0.965947691233505,0.6093476131054775
892,1.0,2024-01-26,signup,2,True,DFSUMGNCSD,0.832367608877567,0.5744507366403235,0.5156018264738655
893,0.0,2024-01-24,signup,4,True,GWNOZVRSRB,0.49591413899932213,0.567107762774651,0.18749157326322383
895,0.0,2024-01-23,signup,8,True,VWTTZIOENI,0.15946066912107737,0.2406726851818748,0.0937457866316119
900,0.0,2024-01-27,signup,3,True,XNYHBTBNDJ,0.15946066912107737,0.33235098301636334,0.0
915,0.0,2024-01-04,signup,1,True,YMFDNPQKIM,0.49591413899932213,0.984224182357218,0.3281102532106417
919,0.0,2024-01-15,signup,4,True,HJLDOUDXLN,0.6080652956254038,0.7233089018440189,0.7030933997370894
921,0.0,2024-01-17,signup,5,True,HHZAADKBJV,0.49591413899932213,0.578091419243064,0.5624747197896716
923,1.0,2024-01-27,signup,4,True,VFVYNUSVFY,0.7202164522514855,0.23010071665688825,0.2812373598948357
926,0.0,2024-01-23,signup,1,False,ENRJFZMQNM,0.271611825747159,0.6390685156386646,0.4687289331580596
927,1.0,2024-01-16,signup,5,False,PIKNMLKDKF,0.3837629823732406,0.3981816853357416,0.7030933997370894
928,1.0,2024-01-17,signup,1,True,UXDNPTPECX,0.49591413899932213,0.3064537187495331,1.0
929,0.0,2024-01-14,signup,3,False,RRHIJXCZOY,0.3837629823732406,0.40959739806604967,0.0
934,0.0,2024-01-12,signup,5,True,JHLUZDSKYM,0.15946066912107737,0.25823175667253295,0.0
940,0.0,2024-01-06,signup,7,True,JMOOHGXTWM,0.49591413899932213,0.30316059996864997,0.0
941,1.0,2024-01-04,signup,9,False,CNGHVSGEHT,0.7202164522514855,0.6935468731507717,0.5156018264738655
943,1.0,2024-01-26,signup,4,False,SJGRDZTJOQ,0.3837629823732406,0.40112455679457293,1.0
944,0.0,2024-01-23,signup,4,True,AKRULLBMLT,0.3837629823732406,0.08470457895718919,0.5156018264738655
945,0.0,2024-01-12,signup,5,True,VRSTCDGDOY,0.832367608877567,0.22282868793380928,0.18749157326322383
946,0.0,2024-01-13,signup,1,True,ZXOFCYLMSV,0.832367608877567,0.38120975397944434,0.7968391863687013
949,1.0,2024-01-13,signup,5,False,COGAXYVMUI,0.15946066912107737,0.5604313699015688,0.2812373598948357
952,0.0,2024-01-20,signup,5,False,WWYOUYKKUS,0.6080652956254038,0.5873126951934382,0.0
957,0.0,2024-01-18,signup,2,True,TTVFUYMIVE,0.49591413899932213,0.17255202016599291,0.04687289331580596
958,0.0,2024-01-27,signup,5,False,QESSCBULEN,0.3837629823732406,0.686880666396338,0.0937457866316119
960,0.0,2024-01-29,signup,9,True,KSKDFVQOHW,0.6080652956254038,0.4549264098134187,0.0937457866316119
969,0.0,2024-01-15,signup,5,False,XFRFGSVNMA,0.271611825747159,0.5060484275486514,0.04687289331580596
970,1.0,2024-01-19,signup,2,True,FIRKVYKSOI,0.3837629823732406,0.4058430376068629,0.9843307596319252
973,0.0,2024-01-17,signup,7,True,REBSMLGTTT,0.49591413899932213,0.39470847900614103,0.04687289331580596
974,0.0,2024-01-21,signup,6,True,LJMVWKYUUM,0.15946066912107737,0.31269826962410496,0.0937457866316119
983,0.0,2024-01-01,signup,1,False,TDQIHBITTJ,0.3837629823732406,0.7294320871881079,0.0937457866316119
988,0.0,2024-01-17,signup,7,False,AJNLYNBTPO,0.49591413899932213,0.2216892772626431,0.04687289331580596
